id|country|year|farm_share|indicator|population|urbanization|electricity|gdp_pc_ppp|gross_production_value|agriculture_land_total|ag_employment
2|Australia|1981|||14927000|85.7|||14144.277788|482741|26432.228515625
2|Australia|1982|||15178000|85.67|||12943.674741|478081|20854.138671875
2|Australia|1983|||15369000|85.64100000000001|||15430.743247|471125|29595.919921875
2|Australia|1984|||15544000|85.611|||14688.572237|473039|30610.68359375
2|Australia|1985|||15758000|85.58199999999999|||14584.366142|472960|27849.4453125
2|Australia|1986|||16018400|85.55200000000001|||14948.425561|470885|27351.2890625
2|Australia|1987|||16263900|85.52200000000001|||14788.030739|471020|27608.447265625
2|Australia|1988|||16532200|85.493|||15441.271933|472283|27488.341796875
2|Australia|1989|||16814400|85.46299999999999|||15316.077949|467077|30160.45703125
2|Australia|1990|||17065100|85.43300000000001|100|28669.49547836178|15988.949949|464481|31028.833984375
2|Australia|1991|||17284000|85.40300000000001|100|28194.29298699276|15677.951907|462974|30575.17578125
2|Australia|1992|||17495000|85.285|100|27969.37191234552|17089.72984|466178|33544.14453125
2|Australia|1993|||17667000|85.157|100|28813.10351340556|17768.698028|460286|34587.9609375
2|Australia|1994|||17855000|85.02800000000001|100|29644.63933175385|16519.196092|469100|29889.015625
2|Australia|1995|||18072000|84.898|100|30411.70116861204|18542.4788|463348|35768.92578125
2|Australia|1996|||18311000|84.767|100|31178.93687407622|20292.808904|465221|37781.890625
2|Australia|1997|||18517000|84.636|100|32055.02117753782|20418.516199|462200|36865.26953125
2|Australia|1998|||18711000|84.503|100|33174.49984032587|21495.980988|463786|41320.85546875
2|Australia|1999|||18926000|84.37000000000001|100|34461.67809114519|22835.823043|453729|42893.0859375
2|Australia|2000|||19153000|84.235|100|35392.58952715803|22477.356719|455500|44457.54296875
2|Australia|2001|||19413000|84.09999999999999|100|35592.78701482697|23066.563092|455700|46030.6484375
2|Australia|2002|||19651400|84.22199999999999|100|36567.93784675469|23467.526995|447000|38565.59375
2|Australia|2003|||19895400|84.343|100|37197.97616131012|19550.405441|439500|53140.80859375
2|Australia|2004|||20127400|84.46299999999999|100|38260.38736830815|23162.185663|440110|57107.140625
2|Australia|2005|.0758966034293012|foodservice_accommodation|20394800|84.58199999999999|100|38968.61370330805|22987.100756|445149|59152.73046875
2|Australia|2006|.0765969905134729|foodservice_accommodation|20697900|84.7|100|39470.99955405578|23677.740662|434925|50529.6015625
2|Australia|2007|.0886809082464836|foodservice_accommodation|20827600|84.822|100|40733.13588006602|20270.014717|425449|53656.6171875
2|Australia|2008|.082550532888972|foodservice_accommodation|21249200|84.943|100|41385.39260602258|21337.155916|417288|62190.87890625
2|Australia|2009|.072736615186085|foodservice_accommodation|21691700|85.063|100|41326.39471241074|22588.154378|409029|63654.8125
2|Australia|2010|.0768130469341137|foodservice_accommodation|22031750|85.182|100|41529.78443670509|22678.643412|398580|64643.93359375
2|Australia|2011|.0690950876548951|foodservice_accommodation|22340024|85.3|100|41965.35841899189|23637.257065|409672.6|73882.671875
2|Australia|2012|.0616199704073911|foodservice_accommodation|22733465|85.402|100|42847.77219322518|24993.916932|405474|73010.03125
2|Australia|2012|.2133773583534905|food|22733465|85.402|100|42847.77219322518|24993.916932|405474|73010.03125
2|Australia|2012|.2133773583534905|food_tobacco|22733465|85.402|100|42847.77219322518|24993.916932|405474|73010.03125
2|Australia|2013|.0693651307503755|foodservice_accommodation|23128129|85.502|100|43218.26098810516|25034.528428|396615.3|77976.2734375
2|Australia|2013|.2119421589294183|food_tobacco|23128129|85.502|100|43218.26098810516|25034.528428|396615.3|77976.2734375
2|Australia|2013|.2119421589294183|food|23128129|85.502|100|43218.26098810516|25034.528428|396615.3|77976.2734375
2|Australia|2014|.2373267544295974|food_tobacco|23475686|85.602|100|43672.13037296732|24970.890438|406269|73294.1796875
2|Australia|2014|.0781904477582378|foodservice_accommodation|23475686|85.602|100|43672.13037296732|24970.890438|406269|73294.1796875
2|Australia|2014|.2373267544295974|food|23475686|85.602|100|43672.13037296732|24970.890438|406269|73294.1796875
2|Australia|2015|.253142402001416|food_tobacco|23815995|85.70099999999999|100|44053.73117745746|25355.412738|365913|78798.234375
2|Australia|2015|.0843982384983935|foodservice_accommodation|23815995|85.70099999999999|100|44053.73117745746|25355.412738|365913|78798.234375
2|Australia|2015|.253142402001416|food|23815995|85.70099999999999|100|44053.73117745746|25355.412738|365913|78798.234375
2|Australia|2016|||24190907|85.8|100|44605.64967734465|24595.815076|371078|
2|Australia|2017|||24601860|85.904|100|44888.01999085375|||
2|Australia|2018|||24992369|86.012||45439.30716298355|||
3|Austria|1960|||7047539|64.72|||||
3|Austria|1961|||7086299|64.81399999999999|||4405.703933|3555.4|
3|Austria|1962|||7129864|64.863|||4275.386476|3531|
3|Austria|1963|||7175811|64.913|||4600.754872|3489.8|
3|Austria|1964|||7223801|64.962|||4624.249999|3476.5|
3|Austria|1965|||7270889|65.011|||4094.754669|3464.2|
3|Austria|1966|||7322066|65.06100000000001|||4461.487839|3406|
3|Austria|1967|||7376998|65.11|||4651.615128|3373.7|
3|Austria|1968|||7415403|65.15900000000001|||4909.041556|3359.3|
3|Austria|1969|||7441055|65.208|||4792.755161|3351.1|
3|Austria|1970|||7467086|65.258|||4756.207526|3335.8|
3|Austria|1971|||7500482|65.301|||4655.666824|3320.9|
3|Austria|1972|||7544201|65.31100000000001|||4491.278274|3307.1|
3|Austria|1973|||7586115|65.321|||4725.587717|3222.2|
3|Austria|1974|||7599038|65.331|||4834.377305|3207.3|
3|Austria|1975|||7578903|65.34099999999999|||4892.234205|3189.5|
3|Austria|1976|||7565525|65.351|||4855.450709|3183.5|
3|Austria|1977|||7568430|65.361|||4780.763054|3177.6|
3|Austria|1978|||7562305|65.371|||4975.587353|3180.8|
3|Austria|1979|||7549425|65.381|||5104.500929|3142.9|
3|Austria|1980|||7549433|65.39100000000001|||5318.403451|3141|
3|Austria|1981|||7568710|65.364|||5100.125706|3155.4|
3|Austria|1982|||7574140|65.09999999999999|||5652.394504|3142.7|
3|Austria|1983|||7561910|64.836|||5241.253677|3025.9|10903.16796875
3|Austria|1984|||7561434|64.56999999999999|||5483.584697|3033.2|11254.052734375
3|Austria|1985|||7564985|64.30500000000001|||5297.808254|3037.5|11363.0595703125
3|Austria|1986|||7569794|64.03700000000001|||5358.957949|3026.8|11924.6865234375
3|Austria|1987|||7574586|63.769|||5250.076907|3028|11717.7451171875
3|Austria|1988|||7585317|63.5|||5396.879461|3048.3|12746.1728515625
3|Austria|1989|||7619567|63.231|||5235.940563|3050.6|12872.9541015625
3|Austria|1990|||7677850|62.96|100|31341.90238115805|5237.744923|3023.9|13699.740234375
3|Austria|1991|||7754891|62.689|100|32098.49153975523|5271.910281|3036.9|13965.6962890625
3|Austria|1992|||7840709|62.417|100|32411.80245853462|5272.41905|3013|14004.13671875
3|Austria|1993|||7905633|62.144|100|32314.97087480539|5253.664978|2999|13914.791015625
3|Austria|1994|||7936118|61.87|100|32964.1016119637|5407.975112|2994.1|13773.5703125
3|Austria|1995|||7948278|61.596|100|33791.80146801432|5207.099054|2981.1|13759.904296875
3|Austria|1996|||7959017|61.32|100|34539.08559021457|5231.131088|2973.3|13831.380859375
3|Austria|1997|||7968041|61.045|100|35222.25937694137|5370.731631|2964.6|15008.59765625
3|Austria|1998|||7976789|60.768|100|36443.70926120229|5500.865825|2959.9|16673.146484375
3|Austria|1999|||7992324|60.491|100|37666.41161727203|5636.990297|2955.2|17889.2109375
3|Austria|2000|||8011566|60.213|100|38844.40471366602|5459.124492|2940.2|17711.97265625
3|Austria|2001|||8042293|59.934|100|39186.33700236634|5559.687589|2916.1|18276.255859375
3|Austria|2002|||8081957|59.655|100|39638.02687372277|5512.160168|2902.2|18332.3125
3|Austria|2003|||8121423|59.375|100|39816.77412262183|5444.164095|2885.23|18291.505859375
3|Austria|2004|||8171966|59.094|100|40652.81070170088|5577.423822|2867.4|23197.99609375
3|Austria|2005|.0220379983790439|foodservice_accommodation|8227829|58.813|100|41282.87999410735|5544.972803|2856.8|20093.61328125
3|Austria|2006|.0217198335106885|foodservice_accommodation|8268641|58.532|100|42498.00732623236|5523.245888|2843.3|19542.171875
3|Austria|2007|.0234567659802965|foodservice_accommodation|8295487|58.249|100|43939.42528837575|5680.493975|2830.1|19795.021484375
3|Austria|2008|.0245948164632849|foodservice_accommodation|8321496|57.966|100|44441.78853036706|5822.903263|2809.4|21855.009765625
3|Austria|2009|.0222931957052047|foodservice_accommodation|8343323|57.683|100|42656.85416041258|5849.877197|2795|20173.283203125
3|Austria|2010|.1548130489111385|food_tobacco|8363404|57.399|100|43336.19785276468|5442.784379|2779.2|19486.66796875
3|Austria|2010|.0227452186227586|foodservice_accommodation|8363404|57.399|100|43336.19785276468|5442.784379|2779.2|19486.66796875
3|Austria|2011|.1635955570642503|food_tobacco|8391643|57.115|100|44452.73274579992|5668.92059|2757.3|23398.134765625
3|Austria|2011|.0251922694792021|foodservice_accommodation|8391643|57.115|100|44452.73274579992|5668.92059|2757.3|23398.134765625
3|Austria|2012|.0234817856924239|foodservice_accommodation|8429991|57.147|100|44551.61757411734|5355.636471|2735.2|22551.359375
3|Austria|2012|.1591826057125078|food_tobacco|8429991|57.147|100|44551.61757411734|5355.636471|2735.2|22551.359375
3|Austria|2013|.0228916839519855|foodservice_accommodation|8479823|57.336|100|44301.10402875098|5385.059131|2716.4|22359.7109375
3|Austria|2014|.0218821754151814|foodservice_accommodation|8546356|57.526|100|44246.89326512572|5650.645126|2714.2|21601.62890625
3|Austria|2015|.0185882632087034|foodservice_accommodation|8642699|57.715|100|44253.75424731831|5438.762631|2718.45|22953.31640625
3|Austria|2015|.1431598746740446|food_tobacco|8642699|57.715|100|44253.75424731831|5438.762631|2718.45|22953.31640625
3|Austria|2016|||8736668|57.905|100|44670.65456915403|5563.644304|2670.17|
3|Austria|2017|||8797566|58.094|100|45493.04534630981|||
3|Austria|2018|||8847037|58.297||46473.25715523661|||
4|Belgium|1960|||9153489|92.45999999999999|||||
4|Belgium|1961|||9183948|92.554|||||
4|Belgium|1962|||9220578|92.679|||||
4|Belgium|1963|||9289770|92.83499999999999|||||
4|Belgium|1964|||9378113|92.988|||||
4|Belgium|1965|||9463667|93.137|||||
4|Belgium|1966|||9527807|93.28400000000001|||||
4|Belgium|1967|||9580991|93.428|||||
4|Belgium|1968|||9618756|93.569|||||
4|Belgium|1969|||9646032|93.70699999999999|||||
4|Belgium|1970|||9655549|93.843|||||
4|Belgium|1971|||9673162|93.976|||||
4|Belgium|1972|||9711115|94.106|||||
4|Belgium|1973|||9741720|94.233|||||
4|Belgium|1974|||9772419|94.358|||||
4|Belgium|1975|||9800700|94.48|||||
4|Belgium|1976|||9818227|94.59999999999999|||||
4|Belgium|1977|||9830358|94.806|||||
4|Belgium|1978|||9839534|95.005|||||
4|Belgium|1979|||9848382|95.196|||||
4|Belgium|1980|||9859242|95.381|||||
4|Belgium|1981|||9858982|95.535|||||
4|Belgium|1982|||9856303|95.637|||||
4|Belgium|1983|||9855520|95.737|||||18168.91015625
4|Belgium|1984|||9855372|95.83499999999999|||||18715.55859375
4|Belgium|1985|||9858308|95.93000000000001|||||17930.43359375
4|Belgium|1986|||9861823|96.023|||||21295.5078125
4|Belgium|1987|||9870234|96.115|||||20514.287109375
4|Belgium|1988|||9901664|96.20399999999999|||||21389.98046875
4|Belgium|1989|||9937697|96.292|||||19996.625
4|Belgium|1990|||9967379|96.377|100|30647.8257622521|||19507.705078125
4|Belgium|1991|||10004486|96.461|100|31093.86556122268|||24424.412109375
4|Belgium|1992|||10045158|96.542|100|31441.98181257533|||24966.71484375
4|Belgium|1993|||10084475|96.622|100|31018.14406365566|||28842.1171875
4|Belgium|1994|||10115603|96.7|100|31920.56073589432|||24761.732421875
4|Belgium|1995|||10136811|96.777|100|32613.41252583449|||26982.09375
4|Belgium|1996|||10156637|96.851|100|33068.39711890094|||26508.9296875
4|Belgium|1997|||10181245|96.92400000000001|100|34212.48172961268|||27746.4140625
4|Belgium|1998|||10203008|96.996|100|34813.85523886181|||33968.0703125
4|Belgium|1999|||10226419|97.065|100|35971.85193858729|||30957.23828125
4|Belgium|2000|||10251250|97.12900000000001|100|37188.63945000323|9061.124588999999|1389.6|39697.6640625
4|Belgium|2001|||10286570|97.18600000000001|100|37361.71790571065|8447.374791|1386.8|52021.09765625
4|Belgium|2002|||10332785|97.241|100|37856.86017323199|8806.433105|1389.1|44045.1015625
4|Belgium|2003|||10376133|97.29600000000001|100|37990.64819338932|8699.085021999999|1392.2|44422.51171875
4|Belgium|2004|||10421137|97.34999999999999|100|39201.52519685167|8939.691113999999|1391.3|36226.5390625
4|Belgium|2005|.0364950764936343|foodservice_accommodation|10478617|97.40300000000001|100|39802.9675336697|8422.86685|1383|37698.296875
4|Belgium|2006|.0369798522133647|foodservice_accommodation|10547958|97.45399999999999|100|40532.26826109312|8004.145371|1380|42530.23828125
4|Belgium|2007|.0362429283568164|foodservice_accommodation|10625700|97.505|100|41623.43788392818|8133.973323|1366.9|43462.9609375
4|Belgium|2008|.0271813427566173|foodservice_accommodation|10709973|97.55500000000001|100|41619.33009656939|7806.019335|1365.3|51332.6484375
4|Belgium|2009|.0259201965917292|foodservice_accommodation|10796493|97.60299999999999|100|40355.56471037375|8218.243123|1363.6|48910.91015625
4|Belgium|2010|.1449755709444101|food_tobacco|10895586|97.651|100|41085.91750304851|8278.033802|1355.7|57065.93359375
4|Belgium|2010|.0362054073431623|foodservice_accommodation|10895586|97.651|100|41085.91750304851|8278.033802|1355.7|57065.93359375
4|Belgium|2011|.0347837822136384|foodservice_accommodation|11038264|97.69799999999999|100|41284.15101368042|8447.999545999999|1335.7|59495.1796875
4|Belgium|2012|.0372132684492582|foodservice_accommodation|11106932|97.744|100|41125.24115787703|8100.577759|1332|65727.6484375
4|Belgium|2013|.0345157911879541|foodservice_accommodation|11159407|97.789|100|41013.99210577117|8423.005300999999|1336.5|49592.6171875
4|Belgium|2014|.0317209490838445|foodservice_accommodation|11209057|97.833|100|41344.63627577041|8802.145543000001|1331.3|56889.59375
4|Belgium|2014|.1388248744737842|food_tobacco|11209057|97.833|100|41344.63627577041|8802.145543000001|1331.3|56889.59375
4|Belgium|2015|.0286467163186357|foodservice_accommodation|11274196|97.87600000000001|100|41820.82683359925|8753.222812|1328|59632.55859375
4|Belgium|2015|.1638085473685532|food|11274196|97.87600000000001|100|41820.82683359925|8753.222812|1328|59632.55859375
4|Belgium|2015|.1472669323220307|food_tobacco|11274196|97.87600000000001|100|41820.82683359925|8753.222812|1328|59632.55859375
4|Belgium|2016|||11331422|97.919|100|42214.02460550375|8437.911093999999|1350.8|
4|Belgium|2017|||11375158|97.961|100|42781.05781549794|||
4|Belgium|2018|||11422068|98.00100000000001||43217.95223977845|||
5|Brazil|1960|||72179226|46.139|||||
5|Brazil|1961|||74311343|47.122|||11319.782603|150531|
5|Brazil|1962|||76514328|48.099|||11805.066745|155913|
5|Brazil|1963|||78772657|49.078|||12372.97124|161511|
5|Brazil|1964|||81064571|50.059|||12943.367973|166041|
5|Brazil|1965|||83373530|51.037|||14333.81573|170395|
5|Brazil|1966|||85696505|52.016|||14004.04997|175094|
5|Brazil|1967|||88035814|52.993|||15135.239908|179589|
5|Brazil|1968|||90387079|53.97|||15667.288333|185223|
5|Brazil|1969|||92746614|54.94|||16037.219013|193778|
5|Brazil|1970|||95113265|55.909|||16941.710088|195397|
5|Brazil|1971|||97482920|56.894|||17259.896584|199632|
5|Brazil|1972|||99859383|57.879|||18172.118749|202837|
5|Brazil|1973|||102259497|58.855|||18138.343932|205861|
5|Brazil|1974|||104706198|59.826|||19343.342148|210043|
5|Brazil|1975|||107216205|60.789|||20426.913856|213416|
5|Brazil|1976|||109790938|61.745|||22151.948119|216007|
5|Brazil|1977|||112425392|62.689|||22903.080974|218550|
5|Brazil|1978|||115121153|63.625|||22040.226538|220039|
5|Brazil|1979|||117878411|64.551|||23399.884349|222513|
5|Brazil|1980|||120694009|65.468|||26310.166082|224278|
5|Brazil|1981|||123570327|66.37000000000001|||26730.264398|225824|1488.0225830078
5|Brazil|1982|||126498314|67.262|||27731.474802|228136|1396.6447753906
5|Brazil|1983|||129448819|68.142|||26977.167912|228821|1498.7666015625
5|Brazil|1984|||132383568|69.01000000000001|||28983.943528|229924|1347.130859375
5|Brazil|1985|||135274080|69.862|||31137.670014|231041|1436.4731445312
5|Brazil|1986|||138108912|70.703|||30744.663564|234055|1418.8118896484
5|Brazil|1987|||140891602|71.529|||33464.863554|235791|1656.0528564453
5|Brazil|1988|||143627503|72.342|||34883.767966|237687|1656.2360839844
5|Brazil|1989|||146328304|73.139|||36385.362701|239432|1726.6090087891
5|Brazil|1990|||149003223|73.922|87.475116|10341.65880296447|34151.8644|241608|1646.0848388672
5|Brazil|1991|||151648011|74.69|90.1516571044922|10314.92952411087|35669.256504|244941|
5|Brazil|1992|||154259380|75.444|88.803833|10092.96750384008|38277.280175|246709|1348.6242675781
5|Brazil|1993|||156849078|76.181|89.999927|10389.40473786065|38926.777967|249463|1380.2843017578
5|Brazil|1994|||159432716|76.90300000000001|91.54168701171881|10766.28921717176|42108.467969|251418|
5|Brazil|1995|||162019896|77.61|91.72859800000001|11062.29489746704|44622.962265|258472|2111.1784667969
5|Brazil|1996|||164614688|78.30200000000001|92.86709500000001|11128.27665817703|43278.757312|259019|2300.26171875
5|Brazil|1997|||167209040|79.048|93.354139|11327.54078168691|45583.500592|259566|2301.5373535156
5|Brazil|1998|||169785250|79.78100000000001|94.19381199999999|11193.38117543733|46161.444497|260112|2427.9587402344
5|Brazil|1999|||172318675|80.496|94.76296000000001|11080.42433057434|49816.281301|260759|2471.7204589844
5|Brazil|2000|||174790340|81.19199999999999|94.3932952880859|11403.06705618777|51192.181813|261406|
5|Brazil|2001|||177196054|81.553|96.01652799999999|11404.59161642464|54196.40031|263465|2470.8706054688
5|Brazil|2002|||179537520|81.88|96.652996|11599.55018925467|57346.999816|265868|2520.3491210938
5|Brazil|2003|||181809246|82.203|96.980098|11585.29010915106|62960.876891|268469|2605.6850585938
5|Brazil|2004|||184006481|82.521|96.765107|12106.28953509682|64701.30942|272132|2459.1975097656
5|Brazil|2005|.1234942291730023|foodservice_accommodation|186127103|82.834|97.093513|12351.60017631017|65489.646578|272432.6|2487.9353027344
5|Brazil|2006|.1099969025306593|foodservice_accommodation|188167356|83.143|97.594314|12701.7376680735|67751.40248200001|272784|2678.5646972656
5|Brazil|2007|.1078130508256298|foodservice_accommodation|190130443|83.44799999999999|98.125382|13333.61160556291|72670.140478|271638|2859.4343261719
5|Brazil|2008|.0973350474650138|foodservice_accommodation|192030362|83.749|98.526625|13874.21083032102|77376.007358|273500|3081.68359375
5|Brazil|2009|.0690663283107072|foodservice_accommodation|193886508|84.044|98.856938|13724.0996531641|76186.721733|273540|3019.5979003906
5|Brazil|2010|.0897982617050684|foodservice_accommodation|195713635|84.33499999999999|98.8462677001953|14619.51107857031|80884.659702|273463|
5|Brazil|2010|.317392817749686|food|195713635|84.33499999999999|98.8462677001953|14619.51107857031|80884.659702|273463|
5|Brazil|2010|.3123505668278919|food_tobacco|195713635|84.33499999999999|98.8462677001953|14619.51107857031|80884.659702|273463|
5|Brazil|2011|.0956394864352069|foodservice_accommodation|197514534|84.631|99.32869100000001|15061.95662964365|84442.928567|275373|3672.8322753906
5|Brazil|2012|.0900203903683694|foodservice_accommodation|199287296|84.923|99.519494|15214.76548361837|83267.1605|275607|3771.060546875
5|Brazil|2013|.0866362734043975|foodservice_accommodation|201035903|85.209|99.57515100000001|15535.62790869559|90135.288461|279562|5329.6694335938
5|Brazil|2014|.0836850772889498|foodservice_accommodation|202763735|85.492|99.65024699999999|15480.86804898005|91598.94514|283579|6066.017578125
5|Brazil|2015|.0827862076011764|foodservice_accommodation|204471769|85.77|99.710902|14807.2205545288|94238.000466|284083|4599.8393554688
5|Brazil|2016|||206163058|86.042|99.7|14200.31667180224|90842.655526|283546|
5|Brazil|2017|||207833831|86.309|100|14236.01774741855|||
5|Brazil|2018|||209469333|86.569||14282.72182257548|||
6|Brunei Darussalam|1960|||81702|43.401|||||
6|Brunei Darussalam|1961|||85562|45.228|||19.564671|21|
6|Brunei Darussalam|1962|||89481|47.07|||22.55817|21|
6|Brunei Darussalam|1963|||93540|48.92|||19.965041|21|
6|Brunei Darussalam|1964|||97812|50.776|||16.883288|24|
6|Brunei Darussalam|1965|||102386|52.625|||15.665129|24|
6|Brunei Darussalam|1966|||107274|54.469|||18.141437|23|
6|Brunei Darussalam|1967|||112448|56.3|||21.899139|23|
6|Brunei Darussalam|1968|||117898|58.118|||22.964663|24|
6|Brunei Darussalam|1969|||123600|59.908|||25.807708|24|
6|Brunei Darussalam|1970|||129529|61.675|||26.048286|24|
6|Brunei Darussalam|1971|||135671|63.412|||23.128716|19|
6|Brunei Darussalam|1972|||142022|63.736|||21.876856|18|
6|Brunei Darussalam|1973|||148512|63.889|||26.36396|18|
6|Brunei Darussalam|1974|||155072|64.041|||35.641947|18|
6|Brunei Darussalam|1975|||161626|64.193|||34.772282|18|
6|Brunei Darussalam|1976|||168181|64.345|||31.267973|17|
6|Brunei Darussalam|1977|||174714|64.496|||26.761563|15|
6|Brunei Darussalam|1978|||181205|64.64700000000001|||25.157573|15|
6|Brunei Darussalam|1979|||187604|64.798|||26.967479|15|
